step,t,x,y,z,vx,vy,vz,X_inertial,Y_inertial,Jacobi_C,Jacobi_Drift
193,0.193000,0.82505970,0.03078025,0.00459980,0.03185863,0.14858107,-0.00408927,0.80383723,0.18845856,3.1754207949,4.4409e-16
194,0.194000,0.82509163,0.03092875,0.00459570,0.03200876,0.14841388,-0.00410927,0.80365108,0.18941417,3.1754207949,4.4409e-16
195,0.195000,0.82512371,0.03107708,0.00459158,0.03215868,0.14824589,-0.00412924,0.80346400,0.19036946,3.1754207949,4.4409e-16
196,0.196000,0.82515595,0.03122524,0.00458745,0.03230836,0.14807711,-0.00414920,0.80327599,0.19132443,3.1754207949,4.4409e-16
197,0.197000,0.82518833,0.03137324,0.00458329,0.03245783,0.14790753,-0.00416914,0.80308705,0.19227908,3.1754207949,4.4409e-16
198,0.198000,0.82522086,0.03152106,0.00457911,0.03260706,0.14773716,-0.00418906,0.80289719,0.19323341,3.1754207949,4.4409e-16
199,0.199000,0.82525355,0.03166871,0.00457491,0.03275607,0.14756600,-0.00420897,0.80270641,0.19418740,3.1754207949,4.4409e-16
200,0.200000,0.82528638,0.03181619,0.00457069,0.03290485,0.14739405,-0.00422885,0.80251469,0.19514108,3.1754207949,8.8818e-16
201,0.201000,0.82531936,0.03196350,0.00456645,0.03305340,0.14722130,-0.00424872,0.80232206,0.19609442,3.1754207949,1.3323e-15
202,0.202000,0.82535248,0.03211063,0.00456219,0.03320172,0.14704777,-0.00426857,0.80212850,0.19704743,3.1754207949,4.4409e-16
203,0.203000,0.82538576,0.03225759,0.00455791,0.03334981,0.14687345,-0.00428840,0.80193401,0.19800011,3.1754207949,4.4409e-16
204,0.204000,0.82541918,0.03240438,0.00455361,0.03349767,0.14669835,-0.00430821,0.80173860,0.19895246,3.1754207949,8.8818e-16
205,0.205000,0.82545275,0.03255099,0.00454930,0.03364530,0.14652245,-0.00432800,0.80154227,0.19990448,3.1754207949,8.8818e-16
206,0.206000,0.82548647,0.03269742,0.00454496,0.03379269,0.14634578,-0.00434777,0.80134502,0.20085615,3.1754207949,4.4409e-16
207,0.207000,0.82552034,0.03284368,0.00454060,0.03393985,0.14616832,-0.00436752,0.80114685,0.20180749,3.1754207949,4.4409e-16
208,0.208000,0.82555435,0.03298976,0.00453622,0.03408677,0.14599007,-0.00438726,0.80094776,0.20275849,3.1754207949,8.8818e-16
209,0.209000,0.82558851,0.03313566,0.00453183,0.03423345,0.14581105,-0.00440697,0.80074774,0.20370915,3.1754207949,4.4409e-16
210,0.210000,0.82562282,0.03328138,0.00452741,0.03437990,0.14563125,-0.00442667,0.80054681,0.20465947,3.1754207949,8.8818e-16
211,0.211000,0.82565727,0.03342692,0.00452297,0.03452611,0.14545066,-0.00444635,0.80034496,0.20560944,3.1754207949,8.8818e-16
212,0.212000,0.82569187,0.03357228,0.00451852,0.03467207,0.14526930,-0.00446600,0.80014218,0.20655907,3.1754207949,4.4409e-16
213,0.213000,0.82572662,0.03371746,0.00451404,0.03481780,0.14508716,-0.00448564,0.79993849,0.20750835,3.1754207949,8.8818e-16
214,0.214000,0.82576151,0.03386246,0.00450955,0.03496329,0.14490424,-0.00450526,0.79973389,0.20845729,3.1754207949,8.8818e-16
215,0.215000,0.82579654,0.03400727,0.00450503,0.03510854,0.14472055,-0.00452486,0.79952837,0.20940587,3.1754207949,4.4409e-16
216,0.216000,0.82583172,0.03415190,0.00450050,0.03525354,0.14453608,-0.00454444,0.79932193,0.21035410,3.1754207949,8.8818e-16
217,0.217000,0.82586705,0.03429634,0.00449594,0.03539830,0.14435084,-0.00456400,0.79911457,0.21130198,3.1754207949,4.4409e-16
218,0.218000,0.82590252,0.03444060,0.00449137,0.03554281,0.14416483,-0.00458354,0.79890630,0.21224950,3.1754207949,8.8818e-16
219,0.219000,0.82593814,0.03458467,0.00448677,0.03568708,0.14397804,-0.00460306,0.79869712,0.21319667,3.1754207949,4.4409e-16
220,0.220000,0.82597389,0.03472855,0.00448216,0.03583110,0.14379049,-0.00462255,0.79848702,0.21414348,3.1754207949,8.8818e-16
221,0.221000,0.82600980,0.03487225,0.00447753,0.03597488,0.14360217,-0.00464203,0.79827601,0.21508993,3.1754207949,4.4409e-16
222,0.222000,0.82604584,0.03501576,0.00447288,0.03611840,0.14341308,-0.00466149,0.79806408,0.21603602,3.1754207949,8.8818e-16
223,0.223000,0.82608203,0.03515908,0.00446821,0.03626168,0.14322322,-0.00468093,0.79785124,0.21698175,3.1754207949,8.8818e-16
224,0.224000,0.82611837,0.03530221,0.00446352,0.03640471,0.14303260,-0.00470035,0.79763750,0.21792712,3.1754207949,8.8818e-16
225,0.225000,0.82615484,0.03544514,0.00445881,0.03654748,0.14284121,-0.00471975,0.79742284,0.21887212,3.1754207949,8.8818e-16
226,0.226000,0.82619146,0.03558789,0.00445408,0.03669001,0.14264906,-0.00473912,0.79720727,0.21981675,3.1754207949,4.4409e-16
227,0.227000,0.82622822,0.03573044,0.00444933,0.03683228,0.14245615,-0.00475848,0.79699079,0.22076102,3.1754207949,0.0000e+00
228,0.228000,0.82626513,0.03587280,0.00444456,0.03697430,0.14226247,-0.00477782,0.79677340,0.22170491,3.1754207949,1.3323e-15
229,0.229000,0.82630217,0.03601496,0.00443977,0.03711606,0.14206804,-0.00479713,0.79655510,0.22264844,3.1754207949,8.8818e-16
230,0.230000,0.82633936,0.03615694,0.00443497,0.03725757,0.14187284,-0.00481643,0.79633590,0.22359159,3.1754207949,0.0000e+00
231,0.231000,0.82637669,0.03629871,0.00443014,0.03739883,0.14167689,-0.00483570,0.79611578,0.22453437,3.1754207949,8.8818e-16
232,0.232000,0.82641416,0.03644029,0.00442529,0.03753982,0.14148018,-0.00485495,0.79589476,0.22547678,3.1754207949,4.4409e-16
233,0.233000,0.82645177,0.03658167,0.00442043,0.03768056,0.14128272,-0.00487418,0.79567284,0.22641880,3.1754207949,8.8818e-16
234,0.234000,0.82648952,0.03672285,0.00441555,0.03782104,0.14108450,-0.00489339,0.79545001,0.22736045,3.1754207949,4.4409e-16
235,0.235000,0.82652741,0.03686384,0.00441064,0.03796126,0.14088552,-0.00491258,0.79522627,0.22830172,3.1754207949,8.8818e-16
236,0.236000,0.82656544,0.03700462,0.00440572,0.03810122,0.14068580,-0.00493175,0.79500163,0.22924261,3.1754207949,8.8818e-16
237,0.237000,0.82660361,0.03714521,0.00440078,0.03824092,0.14048532,-0.00495090,0.79477609,0.23018311,3.1754207949,8.8818e-16
238,0.238000,0.82664192,0.03728560,0.00439582,0.03838036,0.14028409,-0.00497002,0.79454964,0.23112323,3.1754207949,8.8818e-16
239,0.239000,0.82668037,0.03742578,0.00439084,0.03851954,0.14008212,-0.00498912,0.79432229,0.23206297,3.1754207949,0.0000e+00
240,0.240000,0.82671896,0.03756576,0.00438584,0.03865845,0.13987939,-0.00500821,0.79409404,0.23300232,3.1754207949,8.8818e-16
241,0.241000,0.82675769,0.03770554,0.00438082,0.03879710,0.13967592,-0.00502727,0.79386489,0.23394128,3.1754207949,8.8818e-16
242,0.242000,0.82679655,0.03784511,0.00437579,0.03893548,0.13947170,-0.00504630,0.79363484,0.23487984,3.1754207949,4.4409e-16
243,0.243000,0.82683556,0.03798448,0.00437073,0.03907360,0.13926674,-0.00506532,0.79340388,0.23581802,3.1754207949,8.8818e-16
244,0.244000,0.82687470,0.03812364,0.00436566,0.03921145,0.13906104,-0.00508431,0.79317203,0.23675581,3.1754207949,8.8818e-16
245,0.245000,0.82691398,0.03826260,0.00436056,0.03934903,0.13885459,-0.00510329,0.79293928,0.23769319,3.1754207949,8.8818e-16
246,0.246000,0.82695340,0.03840135,0.00435545,0.03948634,0.13864740,-0.00512224,0.79270563,0.23863019,3.1754207949,8.8818e-16
247,0.247000,0.82699295,0.03853990,0.00435032,0.03962339,0.13843947,-0.00514117,0.79247109,0.23956678,3.1754207949,4.4409e-16
248,0.248000,0.82703265,0.03867823,0.00434517,0.03976016,0.13823081,-0.00516007,0.79223565,0.24050298,3.1754207949,8.8818e-16
249,0.249000,0.82707248,0.03881636,0.00434000,0.03989667,0.13802140,-0.00517896,0.79199931,0.24143878,3.1754207949,8.8818e-16
250,0.250000,0.82711244,0.03895427,0.00433481,0.04003290,0.13781126,-0.00519782,0.79176208,0.24237417,3.1754207949,4.4409e-16
251,0.251000,0.82715254,0.03909198,0.00432960,0.04016886,0.13760038,-0.00521666,0.79152395,0.24330916,3.1754207949,8.8818e-16
252,0.252000,0.82719278,0.03922947,0.00432438,0.04030455,0.13738877,-0.00523547,0.79128493,0.24424375,3.1754207949,8.8818e-16
253,0.253000,0.82723315,0.03936676,0.00431913,0.04043997,0.13717643,-0.00525427,0.79104501,0.24517793,3.1754207949,8.8818e-16
254,0.254000,0.82727366,0.03950383,0.00431387,0.04057511,0.13696335,-0.00527304,0.79080420,0.24611170,3.1754207949,4.4409e-16
255,0.255000,0.82731430,0.03964068,0.00430858,0.04070997,0.13674954,-0.00529179,0.79056250,0.24704507,3.1754207949,8.8818e-16
256,0.256000,0.82735508,0.03977733,0.00430328,0.04084456,0.13653501,-0.00531052,0.79031991,0.24797802,3.1754207949,8.8818e-16
257,0.257000,0.82739599,0.03991375,0.00429796,0.04097887,0.13631974,-0.00532922,0.79007643,0.24891056,3.1754207949,8.8818e-16
258,0.258000,0.82743703,0.04004997,0.00429262,0.04111290,0.13610375,-0.00534790,0.78983206,0.24984269,3.1754207949,8.8818e-16
259,0.259000,0.82747821,0.04018596,0.00428727,0.04124666,0.13588703,-0.00536656,0.78958679,0.25077440,3.1754207949,4.4409e-16
260,0.260000,0.82751953,0.04032174,0.00428189,0.04138013,0.13566959,-0.00538519,0.78934064,0.25170570,3.1754207949,8.8818e-16
261,0.261000,0.82756097,0.04045730,0.00427650,0.04151333,0.13545142,-0.00540380,0.78909361,0.25263658,3.1754207949,8.8818e-16
262,0.262000,0.82760255,0.04059264,0.00427108,0.04164625,0.13523253,-0.00542239,0.78884568,0.25356704,3.1754207949,8.8818e-16
263,0.263000,0.82764427,0.04072776,0.00426565,0.04177888,0.13501292,-0.00544096,0.78859687,0.25449708,3.1754207949,4.4409e-16
264,0.264000,0.82768611,0.04086267,0.00426020,0.04191123,0.13479259,-0.00545950,0.78834717,0.25542670,3.1754207949,8.8818e-16
265,0.265000,0.82772809,0.04099735,0.00425473,0.04204330,0.13457154,-0.00547801,0.78809659,0.25635589,3.1754207949,8.8818e-16
266,0.266000,0.82777020,0.04113181,0.00424925,0.04217509,0.13434977,-0.00549651,0.78784512,0.25728466,3.1754207949,8.8818e-16
267,0.267000,0.82781244,0.04126605,0.00424374,0.04230659,0.13412728,-0.00551498,0.78759277,0.25821301,3.1754207949,1.3323e-15
268,0.268000,0.82785481,0.04140006,0.00423822,0.04243781,0.13390408,-0.00553343,0.78733953,0.25914092,3.1754207949,8.8818e-16
269,0.269000,0.82789732,0.04153386,0.00423267,0.04256874,0.13368017,-0.00555185,0.78708541,0.26006841,3.1754207949,4.4409e-16
270,0.270000,0.82793995,0.04166742,0.00422711,0.04269938,0.13345554,-0.00557025,0.78683041,0.26099546,3.1754207949,1.3323e-15
271,0.271000,0.82798271,0.04180077,0.00422153,0.04282974,0.13323020,-0.00558863,0.78657453,0.26192209,3.1754207949,4.4409e-16
272,0.272000,0.82802561,0.04193388,0.00421594,0.04295981,0.13300415,-0.00560698,0.78631777,0.26284828,3.1754207949,8.8818e-16
273,0.273000,0.82806863,0.04206678,0.00421032,0.04308959,0.13277739,-0.00562531,0.78606013,0.26377403,3.1754207949,1.3323e-15
274,0.274000,0.82811179,0.04219944,0.00420468,0.04321908,0.13254993,-0.00564361,0.78580161,0.26469935,3.1754207949,1.3323e-15
275,0.275000,0.82815507,0.04233188,0.00419903,0.04334828,0.13232175,-0.00566189,0.78554222,0.26562424,3.1754207949,1.3323e-15
276,0.276000,0.82819848,0.04246408,0.00419336,0.04347719,0.13209287,-0.00568015,0.78528194,0.26654868,3.1754207949,8.8818e-16
277,0.277000,0.82824203,0.04259606,0.00418767,0.04360581,0.13186329,-0.00569838,0.78502079,0.26747268,3.1754207949,1.3323e-15
278,0.278000,0.82828570,0.04272781,0.00418196,0.04373413,0.13163300,-0.00571658,0.78475876,0.26839624,3.1754207949,1.3323e-15
279,0.279000,0.82832949,0.04285933,0.00417624,0.04386217,0.13140201,-0.00573477,0.78449586,0.26931936,3.1754207949,4.4409e-16
280,0.280000,0.82837342,0.04299061,0.00417049,0.04398991,0.13117032,-0.00575292,0.78423208,0.27024204,3.1754207949,1.3323e-15
281,0.281000,0.82841747,0.04312167,0.00416473,0.04411736,0.13093793,-0.00577106,0.78396743,0.27116426,3.1754207949,8.8818e-16
282,0.282000,0.82846165,0.04325249,0.00415895,0.04424451,0.13070484,-0.00578917,0.78370190,0.27208604,3.1754207949,8.8818e-16
283,0.283000,0.82850596,0.04338308,0.00415315,0.04437136,0.13047105,-0.00580725,0.78343551,0.27300738,3.1754207949,4.4409e-16
284,0.284000,0.82855040,0.04351343,0.00414734,0.04449792,0.13023657,-0.00582531,0.78316824,0.27392826,3.1754207949,8.8818e-16
285,0.285000,0.82859496,0.04364355,0.00414150,0.04462419,0.13000139,-0.00584334,0.78290010,0.27484869,3.1754207949,1.3323e-15
286,0.286000,0.82863965,0.04377343,0.00413565,0.04475015,0.12976552,-0.00586135,0.78263109,0.27576866,3.1754207949,1.3323e-15
287,0.287000,0.82868446,0.04390308,0.00412978,0.04487582,0.12952896,-0.00587934,0.78236121,0.27668819,3.1754207949,8.8818e-16
288,0.288000,0.82872940,0.04403249,0.00412389,0.04500119,0.12929170,-0.00589730,0.78209046,0.27760725,3.1754207949,8.8818e-16
289,0.289000,0.82877446,0.04416166,0.00411799,0.04512626,0.12905376,-0.00591523,0.78181884,0.27852587,3.1754207949,8.8818e-16
290,0.290000,0.82881965,0.04429060,0.00411206,0.04525102,0.12881513,-0.00593314,0.78154636,0.27944402,3.1754207949,1.3323e-15
291,0.291000,0.82886496,0.04441929,0.00410612,0.04537549,0.12857581,-0.00595103,0.78127301,0.28036171,3.1754207949,8.8818e-16
292,0.292000,0.82891040,0.04454775,0.00410016,0.04549966,0.12833580,-0.00596889,0.78099879,0.28127894,3.1754207949,1.3323e-15
293,0.293000,0.82895596,0.04467596,0.00409418,0.04562352,0.12809511,-0.00598672,0.78072371,0.28219571,3.1754207949,8.8818e-16
294,0.294000,0.82900165,0.04480394,0.00408819,0.04574709,0.12785373,-0.00600453,0.78044776,0.28311201,3.1754207949,8.8818e-16
295,0.295000,0.82904746,0.04493167,0.00408217,0.04587034,0.12761167,-0.00602231,0.78017095,0.28402785,3.1754207949,1.3323e-15
296,0.296000,0.82909339,0.04505916,0.00407614,0.04599330,0.12736894,-0.00604007,0.77989328,0.28494323,3.1754207949,1.7764e-15
297,0.297000,0.82913944,0.04518641,0.00407009,0.04611595,0.12712552,-0.00605780,0.77961475,0.28585813,3.1754207949,8.8818e-16
298,0.298000,0.82918562,0.04531341,0.00406403,0.04623829,0.12688142,-0.00607550,0.77933535,0.28677257,3.1754207949,1.3323e-15
299,0.299000,0.82923192,0.04544017,0.00405794,0.04636033,0.12663664,-0.00609318,0.77905510,0.28768653,3.1754207949,1.3323e-15
300,0.300000,0.82927834,0.04556669,0.00405184,0.04648207,0.12639119,-0.00611084,0.77877398,0.28860002,3.1754207949,1.3323e-15
301,0.301000,0.82932488,0.04569295,0.00404572,0.04660349,0.12614507,-0.00612847,0.77849201,0.28951304,3.1754207949,1.3323e-15
302,0.302000,0.82937155,0.04581898,0.00403958,0.04672461,0.12589826,-0.00614607,0.77820917,0.29042559,3.1754207949,1.3323e-15
303,0.303000,0.82941833,0.04594475,0.00403343,0.04684542,0.12565079,-0.00616365,0.77792548,0.29133766,3.1754207949,8.8818e-16
304,0.304000,0.82946524,0.04607028,0.00402726,0.04696592,0.12540265,-0.00618120,0.77764094,0.29224925,3.1754207949,1.3323e-15
305,0.305000,0.82951226,0.04619556,0.00402107,0.04708611,0.12515383,-0.00619872,0.77735553,0.29316036,3.1754207949,8.8818e-16
306,0.306000,0.82955941,0.04632058,0.00401486,0.04720599,0.12490435,-0.00621622,0.77706928,0.29407099,3.1754207949,8.8818e-16
307,0.307000,0.82960668,0.04644536,0.00400863,0.04732556,0.12465420,-0.00623369,0.77678217,0.29498115,3.1754207949,8.8818e-16
308,0.308000,0.82965406,0.04656989,0.00400239,0.04744482,0.12440338,-0.00625113,0.77649420,0.29589081,3.1754207949,1.3323e-15
309,0.309000,0.82970157,0.04669417,0.00399613,0.04756377,0.12415190,-0.00626855,0.77620538,0.29680000,3.1754207949,8.8818e-16
310,0.310000,0.82974919,0.04681820,0.00398985,0.04768241,0.12389976,-0.00628595,0.77591571,0.29770870,3.1754207949,1.3323e-15
311,0.311000,0.82979693,0.04694197,0.00398356,0.04780073,0.12364695,-0.00630331,0.77562519,0.29861691,3.1754207949,1.3323e-15
312,0.312000,0.82984479,0.04706549,0.00397725,0.04791874,0.12339348,-0.00632065,0.77533382,0.29952463,3.1754207949,8.8818e-16
313,0.313000,0.82989277,0.04718876,0.00397092,0.04803643,0.12313935,-0.00633796,0.77504160,0.30043187,3.1754207949,1.3323e-15
314,0.314000,0.82994086,0.04731177,0.00396457,0.04815381,0.12288457,-0.00635525,0.77474853,0.30133861,3.1754207949,8.8818e-16
315,0.315000,0.82998907,0.04743453,0.00395821,0.04827088,0.12262912,-0.00637251,0.77445461,0.30224486,3.1754207949,1.3323e-15
316,0.316000,0.83003740,0.04755703,0.00395183,0.04838762,0.12237302,-0.00638974,0.77415984,0.30315062,3.1754207949,8.8818e-16
317,0.317000,0.83008585,0.04767927,0.00394543,0.04850406,0.12211626,-0.00640694,0.77386423,0.30405588,3.1754207949,1.3323e-15
318,0.318000,0.83013441,0.04780126,0.00393901,0.04862017,0.12185885,-0.00642412,0.77356778,0.30496065,3.1754207949,1.3323e-15
319,0.319000,0.83018309,0.04792299,0.00393258,0.04873597,0.12160079,-0.00644127,0.77327047,0.30586492,3.1754207949,1.3323e-15
320,0.320000,0.83023188,0.04804446,0.00392613,0.04885145,0.12134208,-0.00645840,0.77297233,0.30676869,3.1754207949,1.3323e-15
321,0.321000,0.83028079,0.04816567,0.00391966,0.04896661,0.12108272,-0.00647549,0.77267334,0.30767196,3.1754207949,1.3323e-15
322,0.322000,0.83032982,0.04828663,0.00391318,0.04908146,0.12082271,-0.00649256,0.77237351,0.30857473,3.1754207949,1.7764e-15
323,0.323000,0.83037896,0.04840732,0.00390668,0.04919598,0.12056205,-0.00650960,0.77207284,0.30947700,3.1754207949,1.7764e-15
324,0.324000,0.83042821,0.04852775,0.00390016,0.04931018,0.12030075,-0.00652662,0.77177132,0.31037876,3.1754207949,1.3323e-15
325,0.325000,0.83047758,0.04864792,0.00389362,0.04942407,0.12003880,-0.00654361,0.77146897,0.31128002,3.1754207949,1.3323e-15
326,0.326000,0.83052706,0.04876783,0.00388707,0.04953763,0.11977620,-0.00656057,0.77116578,0.31218077,3.1754207949,1.3323e-15
327,0.327000,0.83057665,0.04888747,0.00388050,0.04965087,0.11951297,-0.00657750,0.77086175,0.31308102,3.1754207949,1.3323e-15
328,0.328000,0.83062636,0.04900685,0.00387392,0.04976379,0.11924909,-0.00659440,0.77055688,0.31398075,3.1754207949,1.3323e-15
329,0.329000,0.83067618,0.04912597,0.00386731,0.04987638,0.11898458,-0.00661128,0.77025118,0.31487998,3.1754207949,1.3323e-15
330,0.330000,0.83072611,0.04924482,0.00386070,0.04998865,0.11871943,-0.00662813,0.76994464,0.31577869,3.1754207949,8.8818e-16
331,0.331000,0.83077616,0.04936341,0.00385406,0.05010060,0.11845364,-0.00664495,0.76963726,0.31667689,3.1754207949,1.3323e-15
332,0.332000,0.83082631,0.04948173,0.00384741,0.05021223,0.11818721,-0.00666174,0.76932905,0.31757458,3.1754207949,1.3323e-15
333,0.333000,0.83087658,0.04959978,0.00384074,0.05032352,0.11792015,-0.00667851,0.76902001,0.31847175,3.1754207949,1.3323e-15
334,0.334000,0.83092696,0.04971757,0.00383405,0.05043450,0.11765246,-0.00669525,0.76871014,0.31936840,3.1754207949,1.7764e-15
335,0.335000,0.83097745,0.04983509,0.00382734,0.05054515,0.11738413,-0.00671195,0.76839943,0.32026454,3.1754207949,2.2204e-15
336,0.336000,0.83102805,0.04995234,0.00382062,0.05065547,0.11711518,-0.00672864,0.76808789,0.32116015,3.1754207949,1.3323e-15
337,0.337000,0.83107876,0.05006932,0.00381389,0.05076547,0.11684559,-0.00674529,0.76777553,0.32205525,3.1754207949,1.3323e-15
338,0.338000,0.83112958,0.05018603,0.00380713,0.05087514,0.11657538,-0.00676191,0.76746233,0.32294982,3.1754207949,1.7764e-15
339,0.339000,0.83118051,0.05030247,0.00380036,0.05098448,0.11630454,-0.00677851,0.76714831,0.32384387,3.1754207949,1.3323e-15
340,0.340000,0.83123155,0.05041864,0.00379358,0.05109349,0.11603307,-0.00679508,0.76683346,0.32473740,3.1754207949,1.7764e-15
341,0.341000,0.83128270,0.05053453,0.00378677,0.05120217,0.11576099,-0.00681162,0.76651778,0.32563040,3.1754207949,1.7764e-15
342,0.342000,0.83133395,0.05065016,0.00377995,0.05131053,0.11548827,-0.00682813,0.76620128,0.32652287,3.1754207949,1.7764e-15
343,0.343000,0.83138532,0.05076551,0.00377312,0.05141856,0.11521494,-0.00684461,0.76588395,0.32741482,3.1754207949,1.7764e-15
344,0.344000,0.83143679,0.05088059,0.00376626,0.05152625,0.11494098,-0.00686107,0.76556580,0.32830623,3.1754207949,1.3323e-15
345,0.345000,0.83148837,0.05099539,0.00375940,0.05163362,0.11466641,-0.00687749,0.76524682,0.32919712,3.1754207949,1.7764e-15
346,0.346000,0.83154006,0.05110992,0.00375251,0.05174066,0.11439122,-0.00689389,0.76492703,0.33008747,3.1754207949,1.7764e-15
347,0.347000,0.83159185,0.05122417,0.00374561,0.05184736,0.11411541,-0.00691025,0.76460641,0.33097729,3.1754207949,2.2204e-15
348,0.348000,0.83164375,0.05133815,0.00373869,0.05195373,0.11383899,-0.00692659,0.76428497,0.33186657,3.1754207949,1.3323e-15
349,0.349000,0.83169576,0.05145185,0.00373175,0.05205977,0.11356195,-0.00694290,0.76396271,0.33275532,3.1754207949,2.2204e-15
350,0.350000,0.83174787,0.05156528,0.00372480,0.05216548,0.11328431,-0.00695918,0.76363963,0.33364353,3.1754207949,1.7764e-15
351,0.351000,0.83180009,0.05167842,0.00371784,0.05227086,0.11300605,-0.00697544,0.76331574,0.33453121,3.1754207949,1.3323e-15
352,0.352000,0.83185241,0.05179129,0.00371085,0.05237590,0.11272718,-0.00699166,0.76299103,0.33541834,3.1754207949,1.7764e-15
353,0.353000,0.83190484,0.05190387,0.00370385,0.05248061,0.11244770,-0.00700785,0.76266550,0.33630494,3.1754207949,1.7764e-15
354,0.354000,0.83195737,0.05201618,0.00369684,0.05258498,0.11216761,-0.00702402,0.76233916,0.33719099,3.1754207949,1.3323e-15
